item_id,tag_id
2384,197
2384,237
2384,250
2384,260
2384,278
2384,297
2384,309
2384,313
2384,408
2384,411
2384,465
2384,480
2384,496
2384,565
2384,644
2384,672
2384,687
2384,695
2495,18
2495,24
2495,26
2495,231
2495,234
2495,235
2495,250
2495,260
2495,285
2495,294
2495,324
2495,327
2495,409
2495,411
2495,463
2495,482
2495,539
2495,565
2495,581
2495,624
2495,629
2495,673
2538,13
2538,14
2538,24
2538,39
2538,42
2538,105
2538,137
2538,159
2538,167
2538,215
2538,229
2538,260
2538,276
2538,278
2538,313
2538,326
2538,343
2538,344
2538,407
2538,408
2538,558
2538,565
2538,566
2538,567
2538,608
2538,617
2538,630
2538,632
2548,12
2548,13
2548,14
2548,24
2548,42
2548,52
2548,105
2548,137
2548,167
2548,188
2548,215
2548,229
2548,248
2548,260
2548,269
2548,278
2548,343
2548,403
2548,407
2548,408
2548,565
2548,567
2548,608
2548,628
2548,658
2581,13
2581,26
2581,39
2581,137
2581,140
2581,142
2581,143
2581,162
2581,244
2581,245
2581,246
2581,250
2581,260
2581,324
2581,327
2581,382
2581,384
2581,403
2581,411
2581,425
2581,436
2581,437
2581,459
2581,482
2581,557
2581,565
2581,566
2581,569
2581,630
2581,660
2581,673
2581,726
2648,10
2648,14
2648,24
2648,111
2648,152
2648,160
2648,161
2648,167
2648,191
2648,192
2648,216
2648,231
2648,250
2648,260
2648,301
2648,302
2648,305
2648,336
2648,346
2648,411
2648,463
2648,465
2648,482
2648,496
2648,581
2648,592
2648,624
2648,644
2648,687
2649,26
2649,53
2649,66
2649,111
2649,140
2649,142
2649,143
2649,160
2649,167
2649,179
2649,191
2649,231
2649,248
2649,250
2649,260
2649,278
2649,301
2649,302
2649,305
2649,316
2649,336
2649,343
2649,346
2649,382
2649,384
2649,413
2649,436
2649,496
2649,507
2649,578
2649,603
2649,624
2649,673
2649,687
2649,726
2661,12
2661,18
2661,24
2661,26
2661,45
2661,140
2661,142
2661,143
2661,160
2661,162
2661,167
2661,231
2661,250
2661,260
2661,305
2661,382
2661,384
2661,411
2661,436
2661,437
2661,482
2661,496
2661,581
2661,582
2661,624
2661,660
2661,672
2661,673
2661,687
2661,726
2764,13
2764,101
2764,137
2764,143
2764,167
2764,215
2764,231
2764,260
2764,276
2764,313
2764,325
2764,426
2764,437
2764,463
2764,482
2764,547
2764,548
2764,565
2764,580
2764,651
2764,660
2764,670
2764,673
2792,14
2792,18
2792,24
2792,26
2792,162
2792,250
2792,260
2792,277
2792,281
2792,343
2792,439
2792,482
2792,518
2792,550
2792,565
2792,581
2792,582
2792,618
2792,619
2792,620
2792,624
2792,673
2792,707
2910,9
2910,13
2910,24
2910,26
2910,48
2910,53
2910,160
2910,161
2910,167
2910,215
2910,231
2910,245
2910,246
2910,250
2910,260
2910,302
2910,303
2910,305
2910,411
2910,463
2910,465
2910,557
2910,565
2910,592
2910,644
2910,673
2910,687
2910,711
2914,13
2914,14
2914,24
2914,86
2914,111
2914,137
2914,159
2914,167
2914,215
2914,230
2914,231
2914,260
2914,267
2914,277
2914,278
2914,313
2914,326
2914,343
2914,344
2914,403
2914,482
2914,548
2914,565
2914,567
2914,630
2914,673
2914,688
2914,719
3142,13
3142,24
3142,26
3142,42
3142,137
3142,159
3142,167
3142,197
3142,214
3142,237
3142,250
3142,260
3142,267
3142,272
3142,278
3142,313
3142,326
3142,343
3142,344
3142,411
3142,463
3142,496
3142,550
3142,565
3142,599
3142,644
3142,687
3142,695
3142,715
3363,8
3363,12
3363,13
3363,14
3363,24
3363,39
3363,42
3363,137
3363,229
3363,230
3363,248
3363,260
3363,278
3363,313
3363,327
3363,328
3363,343
3363,408
3363,480
3363,553
3363,565
3363,632
3363,702
3409,12
3409,13
3409,14
3409,24
3409,53
3409,137
3409,159
3409,167
3409,213
3409,260
3409,267
3409,275
3409,278
3409,313
3409,326
3409,343
3409,344
3409,403
3409,408
3409,444
3409,480
3409,482
3409,554
3409,565
3409,566
3409,567
3409,609
3409,630
3627,4
3627,10
3627,24
3627,39
3627,48
3627,152
3627,179
3627,191
3627,231
3627,250
3627,260
3627,293
3627,301
3627,316
3627,317
3627,336
3627,396
3627,397
3627,398
3627,445
3627,463
3627,482
3627,496
3627,533
3627,578
3627,580
3627,624
3627,630
3627,644
3627,651
3627,670
3706,6
3706,10
3706,24
3706,46
3706,48
3706,94
3706,152
3706,159
3706,167
3706,231
3706,260
3706,278
3706,343
3706,344
3706,396
3706,398
3706,402
3706,403
3706,427
3706,444
3706,445
3706,447
3706,479
3706,482
3706,513
3706,554
3706,565
3706,594
3706,597
3706,692
3706,718
3801,13
3801,14
3801,17
3801,24
3801,48
3801,167
3801,179
3801,180
3801,191
3801,209
3801,215
3801,220
3801,248
3801,260
3801,336
3801,430
3801,431
3801,458
3801,463
3801,482
3801,533
3801,534
3801,535
3801,548
3801,630
3801,651
3801,670
3805,18
3805,24
3805,26
3805,48
3805,103
3805,157
3805,167
3805,180
3805,215
3805,231
3805,250
3805,260
3805,276
3805,327
3805,328
3805,396
3805,398
3805,444
3805,447
3805,463
3805,482
3805,565
3805,651
3805,670
3805,692
3969,1
3969,24
3969,111
3969,137
3969,167
3969,230
3969,231
3969,248
3969,250
3969,260
3969,301
3969,313
3969,327
3969,328
3969,351
3969,396
3969,482
3969,550
3969,565
3969,688
4055,4
4055,10
4055,21
4055,26
4055,46
4055,48
4055,81
4055,152
4055,167
4055,209
4055,218
4055,231
4055,250
4055,260
4055,294
4055,343
4055,396
4055,397
4055,398
4055,444
4055,445
4055,447
4055,482
4055,513
4055,533
4055,535
4055,539
4055,565
4055,575
4055,581
4055,670
4055,692
4055,710
4076,5
4076,10
4076,24
4076,46
4076,48
4076,152
4076,157
4076,159
4076,167
4076,231
4076,250
4076,260
4076,278
4076,325
4076,343
4076,344
4076,396
4076,397
4076,398
4076,444
4076,445
4076,447
4076,482
4076,504
4076,575
4076,581
4076,692
4121,10
4121,22
4121,39
4121,48
4121,81
4121,130
4121,137
4121,140
4121,142
4121,143
4121,152
4121,162
4121,167
4121,248
4121,260
4121,276
4121,343
4121,382
4121,384
4121,436
4121,437
4121,481
4121,482
4121,547
4121,548
4121,555
4121,580
4121,660
4121,673
4121,684
4121,718
4121,726
4197,18
4197,24
4197,167
4197,180
4197,191
4197,192
4197,202
4197,237
4197,250
4197,260
4197,313
4197,336
4197,405
4197,411
4197,463
4197,480
4197,482
4197,496
4197,565
4197,581
4197,599
4197,644
4197,651
4197,670
4197,687
4197,691
4197,694
4197,695
4197,711
4197,715
4197,718
4197,727
4219,24
4219,48
4219,76
4219,94
4219,95
4219,115
4219,167
4219,170
4219,239
4219,260
4219,268
4219,278
4219,343
4219,344
4219,427
4219,474
4219,479
4219,681
4242,39
4242,130
4242,140
4242,142
4242,143
4242,152
4242,162
4242,167
4242,205
4242,226
4242,248
4242,260
4242,276
4242,343
4242,382
4242,384
4242,436
4242,437
4242,482
4242,547
4242,548
4242,580
4242,660
4242,673
4242,684
4242,726
4703,5
4703,6
4703,10
4703,24
4703,116
4703,152
4703,157
4703,167
4703,199
4703,231
4703,239
4703,258
4703,259
4703,260
4703,331
4703,396
4703,397
4703,398
4703,402
4703,427
4703,479
4703,482
4703,550
4703,580
4703,671
4703,692
4703,718
5210,115
5210,222
5210,224
5210,263
5210,356
5210,390
5210,393
5210,448
5210,479
5210,501
5210,502
5210,504
5210,535
5210,550
5210,552
5210,588
5210,590
5210,591
5210,613
5210,720
5265,115
5265,152
5265,222
5265,223
5265,231
5265,260
5265,263
5265,328
5265,356
5265,390
5265,393
5265,448
5265,479
5265,501
5265,502
5265,504
5265,535
5265,550
5265,588
5265,590
5265,591
5265,626
5397,11
5397,24
5397,48
5397,115
5397,167
5397,187
5397,222
5397,223
5397,224
5397,231
5397,239
5397,260
5397,263
5397,328
5397,343
5397,360
5397,415
5397,421
5397,448
5397,479
5397,504
5397,517
5397,518
5397,535
5397,550
5397,552
5397,580
5397,582
5397,590
5397,611
5397,613
5397,669
5759,24
5759,115
5759,222
5759,223
5759,224
5759,356
5759,390
5759,415
5759,479
5759,501
5759,535
5759,550
5759,552
5759,588
5759,590
5759,591
5759,671
5759,720
6277,152
6277,224
6277,231
6277,356
6277,390
6277,393
6277,415
6277,479
6277,501
6277,502
6277,504
6277,550
6277,552
6277,554
6277,580
6277,588
6277,626
6277,720
7258,13
7258,24
7258,26
7258,76
7258,83
7258,94
7258,95
7258,113
7258,137
7258,167
7258,248
7258,260
7258,356
7258,427
7258,479
7258,482
7258,554
7258,565
7258,673
7258,681
7480,9
7480,10
7480,11
7480,24
7480,111
7480,152
7480,167
7480,215
7480,230
7480,231
7480,240
7480,248
7480,260
7480,343
7480,344
7480,352
7480,396
7480,397
7480,398
7480,400
7480,444
7480,445
7480,447
7480,482
7480,542
7480,548
7480,555
7480,580
7480,688
7480,718
7600,24
7600,88
7600,170
7600,187
7600,217
7600,222
7600,224
7600,239
7600,240
7600,268
7600,327
7600,328
7600,435
7600,479
7600,480
7600,518
7600,550
7600,552
7600,580
7600,582
7600,613
7600,714
7732,7
7732,10
7732,14
7732,18
7732,24
7732,48
7732,167
7732,174
7732,175
7732,180
7732,202
7732,215
7732,260
7732,389
7732,391
7732,396
7732,458
7732,463
7732,482
7732,670
7732,692
7838,9
7838,24
7838,48
7838,66
7838,94
7838,159
7838,167
7838,170
7838,232
7838,239
7838,260
7838,268
7838,278
7838,326
7838,343
7838,344
7838,427
7838,479
7838,552
7838,575
7838,590
7995,13
7995,17
7995,39
7995,105
7995,137
7995,162
7995,167
7995,191
7995,215
7995,218
7995,248
7995,260
7995,325
7995,403
7995,482
7995,547
7995,548
7995,554
7995,565
7995,572
7995,606
7995,630
7995,660
7995,673
8140,10
8140,24
8140,86
8140,111
8140,137
8140,159
8140,167
8140,230
8140,231
8140,236
8140,260
8140,267
8140,277
8140,278
8140,313
8140,326
8140,343
8140,344
8140,396
8140,400
8140,403
8140,444
8140,447
8140,482
8140,548
8140,554
8140,565
8140,566
8140,567
8140,688
8140,718
8140,719
8272,2
8272,3
8272,10
8272,24
8272,46
8272,48
8272,152
8272,167
8272,215
8272,231
8272,240
8272,260
8272,272
8272,327
8272,396
8272,397
8272,398
8272,431
8272,444
8272,445
8272,482
8272,533
8272,535
8272,565
8272,580
8272,692
10352,24
10352,39
10352,48
10352,76
10352,94
10352,95
10352,146
10352,157
10352,167
10352,239
10352,247
10352,260
10352,296
10352,356
10352,393
10352,427
10352,459
10352,479
10352,504
10352,555
10352,556
10352,590
10352,626
10352,627
10352,668
10803,1
10803,8
10803,24
10803,26
10803,39
10803,46
10803,48
10803,103
10803,152
10803,167
10803,215
10803,234
10803,260
10803,327
10803,328
10803,396
10803,397
10803,398
10803,447
10803,482
10803,550
10803,555
10803,557
10803,565
10803,692
10803,718
11045,26
11045,140
11045,142
11045,143
11045,152
11045,159
11045,226
11045,248
11045,250
11045,260
11045,268
11045,277
11045,278
11045,343
11045,346
11045,348
11045,382
11045,384
11045,446
11045,481
11045,507
11045,580
11045,582
11045,673
11045,726
12369,18
12369,24
12369,26
12369,180
12369,192
12369,214
12369,234
12369,235
12369,244
12369,250
12369,257
12369,260
12369,324
12369,411
12369,463
12369,496
12369,550
12369,565
12369,581
12369,599
12369,644
12369,673
12369,687
12369,691
13799,10
13799,26
13799,37
13799,39
13799,48
13799,67
13799,208
13799,231
13799,234
13799,250
13799,260
13799,336
13799,396
13799,463
13799,482
13799,491
13799,504
13799,555
13799,581
13799,582
13799,618
13799,619
13799,624
13799,672
14015,10
14015,24
14015,48
14015,167
14015,179
14015,191
14015,250
14015,260
14015,336
14015,386
14015,463
14015,482
14015,515
14015,533
14015,578
14015,581
14015,651
14015,670
14289,13
14289,24
14289,26
14289,119
14289,167
14289,192
14289,197
14289,250
14289,260
14289,336
14289,411
14289,463
14289,496
14289,565
14289,581
14289,599
14289,644
14289,651
14289,670
14289,673
14289,687
14289,691
14289,695
14289,711
14289,715
14366,7
14366,10
14366,24
14366,26
14366,37
14366,67
14366,111
14366,152
14366,187
14366,231
14366,250
14366,260
14366,480
14366,482
14366,491
14366,550
14366,581
14366,582
14366,618
14366,619
14366,624
14366,707
14795,24
14795,76
14795,94
14795,128
14795,137
14795,140
14795,159
14795,248
14795,278
14795,320
14795,343
14795,344
14795,399
14795,427
14795,479
14795,497
14795,498
14795,525
14795,590
14837,21
14837,24
14837,39
14837,48
14837,76
14837,94
14837,146
14837,239
14837,247
14837,248
14837,258
14837,260
14837,278
14837,343
14837,356
14837,427
14837,479
14837,504
14837,555
14837,556
14837,590
14837,603
14837,626
14837,627
14837,668
14837,718
14837,725
14895,24
14895,39
14895,46
14895,48
14895,68
14895,94
14895,95
14895,116
14895,157
14895,186
14895,187
14895,205
14895,223
14895,248
14895,260
14895,320
14895,327
14895,328
14895,349
14895,378
14895,423
14895,424
14895,427
14895,456
14895,479
14895,535
14895,542
14895,550
14895,555
14895,580
14895,582
14895,612
14895,613
14895,627
14961,14
14961,24
14961,39
14961,48
14961,53
14961,76
14961,83
14961,94
14961,95
14961,105
14961,137
14961,159
14961,167
14961,213
14961,215
14961,248
14961,260
14961,276
14961,277
14961,278
14961,343
14961,344
14961,356
14961,427
14961,479
14961,482
14961,548
14961,550
14961,565
14961,658
14961,673
15302,18
15302,24
15302,116
15302,167
15302,180
15302,202
15302,215
15302,260
15302,276
15302,458
15302,463
15302,480
15302,482
15302,565
15302,651
15302,670
15334,18
15334,24
15334,116
15334,137
15334,167
15334,180
15334,202
15334,215
15334,260
15334,276
15334,458
15334,463
15334,480
15334,482
15334,515
15334,565
15334,651
15334,670
15599,10
15599,14
15599,24
15599,39
15599,48
15599,152
15599,167
15599,180
15599,195
15599,215
15599,231
15599,250
15599,260
15599,293
15599,327
15599,336
15599,386
15599,396
15599,413
15599,447
15599,463
15599,482
15599,496
15599,528
15599,581
15599,617
15599,633
15599,644
15599,651
15599,670
15599,692
15653,24
15653,46
15653,48
15653,152
15653,157
15653,187
15653,223
15653,224
15653,325
15653,327
15653,328
15653,479
15653,517
15653,518
15653,542
15653,544
15653,550
15653,552
15653,580
15653,582
15653,611
15653,612
15653,613
15653,686
15653,692
15983,24
15983,26
15983,48
15983,152
15983,162
15983,214
15983,234
15983,235
15983,250
15983,260
15983,324
15983,411
15983,482
15983,491
15983,581
15983,582
15983,618
15983,624
15983,673
15983,707
16082,24
16082,26
16082,137
16082,214
16082,235
16082,244
16082,245
16082,246
16082,250
16082,260
16082,324
16082,411
16082,465
16082,480
16082,482
16082,496
16082,557
16082,565
16082,569
16082,581
16082,644
16082,673
16082,715
16082,717
16171,11
16171,24
16171,39
16171,46
16171,48
16171,68
16171,152
16171,162
16171,168
16171,186
16171,187
16171,215
16171,248
16171,260
16171,345
16171,349
16171,352
16171,396
16171,398
16171,447
16171,456
16171,482
16171,512
16171,548
16171,550
16171,554
16171,565
16171,580
16422,13
16422,14
16422,18
16422,24
16422,39
16422,42
16422,104
16422,167
16422,197
16422,229
16422,237
16422,244
16422,250
16422,260
16422,278
16422,403
16422,408
16422,411
16422,465
16422,480
16422,496
16422,565
16422,599
16422,609
16422,632
16422,644
16422,687
16422,694
16422,695
16422,702
16422,711
16422,715
16494,13
16494,18
16494,24
16494,137
16494,167
16494,192
16494,244
16494,250
16494,257
16494,260
16494,336
16494,411
16494,446
16494,463
16494,482
16494,496
16494,565
16494,581
16494,599
16494,644
16494,651
16494,687
16494,691
16494,694
16494,695
16494,711
16494,715
16497,13
16497,18
16497,24
16497,137
16497,167
16497,192
16497,250
16497,260
16497,336
16497,411
16497,446
16497,463
16497,482
16497,496
16497,565
16497,581
16497,599
16497,644
16497,651
16497,687
16497,691
16497,694
16497,695
16497,711
16497,715
16534,10
16534,14
16534,24
16534,26
16534,39
16534,51
16534,111
16534,167
16534,191
16534,192
16534,230
16534,231
16534,250
16534,260
16534,336
16534,343
16534,396
16534,400
16534,411
16534,413
16534,446
16534,463
16534,482
16534,496
16534,581
16534,624
16534,630
16534,644
16534,673
16534,687
16534,688
16534,691
17077,24
17077,39
17077,48
17077,76
17077,94
17077,95
17077,143
17077,159
17077,162
17077,167
17077,239
17077,248
17077,249
17077,260
17077,277
17077,278
17077,343
17077,344
17077,427
17077,479
17077,550
17077,608
17077,718
17490,17
17490,24
17490,86
17490,137
17490,141
17490,167
17490,180
17490,209
17490,215
17490,220
17490,248
17490,260
17490,310
17490,396
17490,398
17490,430
17490,463
17490,482
17490,535
17490,548
17490,550
17490,554
17490,596
17490,650
17490,692
17490,719
17572,3
17572,10
17572,14
17572,24
17572,39
17572,48
17572,53
17572,83
17572,94
17572,152
17572,167
17572,260
17572,327
17572,328
17572,337
17572,356
17572,427
17572,479
17572,543
17572,628
18001,9
18001,11
18001,24
18001,111
18001,167
18001,180
18001,202
18001,230
18001,231
18001,248
18001,260
18001,396
18001,397
18001,398
18001,447
18001,458
18001,463
18001,480
18001,482
18001,550
18001,651
18001,670
18001,688
18650,9
18650,11
18650,24
18650,25
18650,111
18650,137
18650,152
18650,167
18650,180
18650,215
18650,230
18650,231
18650,260
18650,276
18650,294
18650,396
18650,397
18650,398
18650,400
18650,401
18650,403
18650,444
18650,447
18650,482
18650,486
18650,533
18650,550
18650,554
18650,565
18650,580
18650,670
18650,688
18650,718
19376,8
19376,152
19376,157
19376,215
19376,231
19376,240
19376,242
19376,260
19376,396
19376,397
19376,398
19376,479
19376,482
19376,483
19376,503
19376,504
19376,533
19376,535
19376,550
19376,571
19376,580
19376,603
19815,10
19815,24
19815,39
19815,48
19815,66
19815,152
19815,167
19815,240
19815,260
19815,325
19815,327
19815,328
19815,396
19815,398
19815,447
19815,463
19815,482
19815,550
19815,580
19815,603
19815,718
19815,722
22505,13
22505,18
22505,24
22505,26
22505,48
22505,53
22505,160
22505,161
22505,231
22505,245
22505,246
22505,250
22505,260
22505,302
22505,303
22505,305
22505,411
22505,416
22505,446
22505,465
22505,557
22505,565
22505,592
22505,644
22505,687
22505,707
22505,715
22516,24
22516,115
22516,223
22516,224
22516,260
22516,390
22516,415
22516,479
22516,501
22516,502
22516,535
22516,550
22516,552
22516,554
22516,580
22516,588
22516,590
22516,591
22516,720
22533,7
22533,10
22533,13
22533,14
22533,24
22533,39
22533,48
22533,152
22533,167
22533,179
22533,180
22533,191
22533,202
22533,215
22533,231
22533,260
22533,336
22533,396
22533,447
22533,458
22533,463
22533,482
22533,533
22533,534
22533,535
22533,550
22533,578
22533,593
22533,651
22533,670
22533,692
22566,24
22566,48
22566,180
22566,202
22566,260
22566,385
22566,458
22566,463
22566,480
22566,482
22566,515
22566,533
22566,561
22566,651
22566,670
22576,18
22576,24
22576,26
22576,86
22576,113
22576,167
22576,180
22576,202
22576,215
22576,231
22576,260
22576,458
22576,463
22576,482
22576,533
22576,565
22576,651
22576,670
22599,18
22599,24
22599,26
22599,167
22599,180
22599,202
22599,238
22599,250
22599,260
22599,336
22599,423
22599,424
22599,444
22599,463
22599,482
22599,496
22599,565
22599,581
22599,633
22599,644
22599,651
22599,670
22599,673
22599,687
22599,718
22786,14
22786,18
22786,24
22786,48
22786,107
22786,167
22786,180
22786,202
22786,248
22786,260
22786,463
22786,478
22786,480
22786,482
22786,550
22786,651
22786,670
22786,701
22852,18
22852,24
22852,26
22852,48
22852,140
22852,180
22852,202
22852,231
22852,260
22852,439
22852,463
22852,480
22852,482
22852,633
22852,651
22852,666
22852,670
23046,18
23046,24
23046,26
23046,46
23046,64
23046,167
23046,180
23046,202
23046,250
23046,260
23046,336
23046,397
23046,444
23046,449
23046,463
23046,474
23046,482
23046,496
23046,581
23046,582
23046,644
23046,651
23046,670
23263,11
23263,14
23263,17
23263,21
23263,24
23263,36
23263,39
23263,118
23263,119
23263,141
23263,143
23263,162
23263,167
23263,180
23263,191
23263,215
23263,218
23263,248
23263,253
23263,260
23263,344
23263,396
23263,397
23263,398
23263,406
23263,482
23263,548
23263,550
23263,572
23263,580
23263,660
23263,673
23288,12
23288,14
23288,137
23288,140
23288,142
23288,143
23288,162
23288,167
23288,236
23288,260
23288,276
23288,325
23288,343
23288,356
23288,382
23288,384
23288,403
23288,436
23288,437
23288,482
23288,547
23288,548
